name,price,href,rpm,noise_level,color,size
Phanteks Glacier One 360MP,,https://pcpartpicker.com/product/NPtKHx/phanteks-glacier-one-360mp-6051-cfm-liquid-cpu-cooler-ph-go360mp_dbk01,"500,2200","18,34.2",Black / White,360
ID-COOLING DK,,https://pcpartpicker.com/product/4fMTwP/id-cooling-dk-03i-rgb-pwm-615-cfm-cpu-cooler-dk-03i-rgb-pwm,"500,1800","14.2,25.6",Black / Silver,
Thermalright AXP-90R,,https://pcpartpicker.com/product/PKpzK8/thermalright-axp-90r-4258-cfm-cpu-cooler-axp-90r,2700,22.4,Silver / Gray,
Fractal Design Lumen S24 RGB,,https://pcpartpicker.com/product/bLpzK8/fractal-design-lumen-s24-rgb-56-cfm-liquid-cpu-cooler-fd-w-l1-s2402,"500,2000","10,33.2",Black,240
Thermalright AXP90-X53,,https://pcpartpicker.com/product/QfzhP6/thermalright-axp90-x53-4258-cfm-cpu-cooler-axp90-x53-full-black,2700,22.4,Black,
ID-COOLING SE-234-ARGB V2,,https://pcpartpicker.com/product/XPZ9TW/id-cooling-se-234-argb-v2-682-cfm-cpu-cooler-se-234-argb-v2,"500,1500","13.8,30.5",,
Jonsbo PISA A5,,https://pcpartpicker.com/product/Kq3NnQ/jonsbo-pisa-a5-8127-cfm-cpu-cooler-pisa-a5-white,"800,1850",36.8,White,
Jonsbo CR-1000 GT,,https://pcpartpicker.com/product/3RkH99/jonsbo-cr-1000-gt-6681-cfm-cpu-cooler-cr-1000-gt,"700,1800","20.55,37.2",Black,
Thermalright Frozen Horizon ARGB,,https://pcpartpicker.com/product/t3NYcf/thermalright-frozen-horizon-argb-69-cfm-liquid-cpu-cooler-frozen-horizon-360-white-argb,2150,28.1,White,360
ID-COOLING SE-214-XT RING,,https://pcpartpicker.com/product/9mhv6h/id-cooling-se-214-xt-ring-552-cfm-cpu-cooler-se-214-xt-ring,"900,2000",33.5,White / Black,
Alphacool Eisbaer Pro Aurora,186.75,https://pcpartpicker.com/product/MLrqqs/alphacool-eisbaer-pro-aurora-907-cfm-liquid-cpu-cooler-11773,,31.5,Black,280
Evercool HPFI-10025,18,https://pcpartpicker.com/product/N73RsY/evercool-cpu-cooler-hpfi10025,1800,23,,
Evercool HPL-815EP,33,https://pcpartpicker.com/product/wbMFf7/evercool-cpu-cooler-hpl815ep,"1000,4000","12,40",,
Thermaltake Frio Silent 14,44.98,https://pcpartpicker.com/product/FJx9TW/thermaltake-cpu-cooler-clp002al14blb,"700,1200","12,19.3",,
Thermalright Frozen Notte ARGB V2,,https://pcpartpicker.com/product/Bw26Mp/thermalright-frozen-notte-argb-v2-7237-cfm-liquid-cpu-cooler-frozen-notte-360-white-argb-v2,2000,27.7,White,360
Cooler Master DK9-7E52A-0L-GP,33,https://pcpartpicker.com/product/RRPfrH/cooler-master-cpu-cooler-dk97e52a0lgp,3200,25.17,,
Thermaltake CLP0556-B,19.98,https://pcpartpicker.com/product/CRjG3C/thermaltake-cpu-cooler-clp0556b,"1900,2300",22,,
Akasa X4,,https://pcpartpicker.com/product/dLWBD3/akasa-x4-4768-cfm-cpu-cooler-ak-968,"600,2500","17,29.5",Black / Silver,
Thermaltake TOUGHLIQUID ARGB,,https://pcpartpicker.com/product/Bmwypg/thermaltake-toughliquid-argb-5835-cfm-liquid-cpu-cooler-cl-w319-pl12rg-a,"500,2000",22.3,Green,240
Inter-Tech ALSEYE X240,,https://pcpartpicker.com/product/xh7scf/inter-tech-alseye-x240-563-cfm-liquid-cpu-cooler-88885494,1600,35.6,Gray / Black,240
Antec KUHLER H2O 620,,https://pcpartpicker.com/product/9CYXsY/antec-kuhler-h2o-620-liquid-cpu-cooler-kuhler-h2o-620,"1450,2000",,,120
Thermaltake Water 2.0 Pro,,https://pcpartpicker.com/product/Lth9TW/thermaltake-water-20-pro-8132-cfm-liquid-cpu-cooler-clw0216,"1200,2000","10,27.36",,120
Dynatron R16,,https://pcpartpicker.com/product/Fz3RsY/dynatron-cpu-cooler-r16,"1000,6000","21.5,55.8",,
Scythe Mugen 4,,https://pcpartpicker.com/product/kNK7YJ/scythe-cpu-cooler-scmg4000,"400,1400","5.3,28",,
Thermalright Macho Rev.A.,,https://pcpartpicker.com/product/w2H323/thermalright-macho-reva-736-cfm-cpu-cooler-macho-reva,"900,1300","17,21",,
Deepcool GAMMAXX S40,,https://pcpartpicker.com/product/JP648d/deepcool-gammaxx-s40-5425-cfm-cpu-cooler-gammaxx-s40,"900,1600","17.8,26.1",,
Thermalright Silver Arrow ITX,,https://pcpartpicker.com/product/rvVBD3/thermalright-silver-arrow-itx-61-cfm-cpu-cooler-silver-arrow-itx,"300,1300","17,24.9",,
CRYORIG A40,,https://pcpartpicker.com/product/kbhj4D/cryorig-a40-83-cfm-liquid-cpu-cooler-a40,"600,2200","13,37",,240
ARCTIC Liquid Freezer 120,,https://pcpartpicker.com/product/wxcMnQ/arctic-liquid-freezer-120-74-cfm-liquid-cpu-cooler-acfre00016a,"500,1350",,,120
Raidmax Cobra 240,,https://pcpartpicker.com/product/nbKhP6/raidmax-cpu-cooler-rxcb240,"500,1800",21.2,,240
Thermalright Le Grand Macho,,https://pcpartpicker.com/product/zBjWGX/thermalright-le-grand-macho-fanless-cpu-cooler-le-grand-macho,,,,
Thermalright Macho Direct,122.34,https://pcpartpicker.com/product/TsL7YJ/thermalright-macho-direct-736-cfm-cpu-cooler-macho-direct,"300,1300","15,21",,
Thermaltake Riing Silent 12 Blue,,https://pcpartpicker.com/product/Rz648d/thermaltake-cl-p022-al12bu-a-530-cfm-cpu-cooler-cl-p022-al12bu-a,"300,1400","13,18",,
Deepcool ICE BLADE 100,,https://pcpartpicker.com/product/GNyxFT/deepcool-ice-blade-100-4295-cfm-cpu-cooler-ice-blade-100,2200,31.6,,
ARCTIC Freezer 33 eSports Edition (Black/White),,https://pcpartpicker.com/product/3r38TW/arctic-freezer-33-esports-edition-blackwhite-cpu-cooler-acfre00033a,"200,1800",24.4,,
ARCTIC Freezer 33 PENTA,,https://pcpartpicker.com/product/7K648d/arctic-freezer-33-penta-cpu-cooler-acfre00037a,"120,1350",22.5,,
ARCTIC Freezer 34 eSports,,https://pcpartpicker.com/product/sk22FT/arctic-freezer-34-esports-cpu-cooler-acfre00058a,"200,2100",,Yellow / Black,
ARCTIC Freezer 34 eSports,,https://pcpartpicker.com/product/yk22FT/arctic-freezer-34-esports-cpu-cooler-acfre00059a,"200,2100",,Green / Black,
Rosewill ROCC-16002,,https://pcpartpicker.com/product/psw7YJ/rosewill-rocc-16002-2795-cfm-cpu-cooler-rocc-16002,"800,2000",23.6,Blue / Black,
GAMDIAS CHIONE E1A-120R,,https://pcpartpicker.com/product/pQXnTW/gamdias-chione-e1a-120r-liquid-cpu-cooler-chione-e1a-120r,"1200,1500",,Black,120
GAMDIAS CHIONE M1A 240R,,https://pcpartpicker.com/product/NFc48d/gamdias-chione-m1a-240r-52-cfm-liquid-cpu-cooler-chione-m1a-240r,"1200,1500",,Black,240
Enermax Liqfusion 360,,https://pcpartpicker.com/product/2xGnTW/enermax-liqfusion-360-621-cfm-liquid-cpu-cooler-elc-lf360-rgb,"500,2000","14,28",Black,360
Scythe Katana 5,,https://pcpartpicker.com/product/BnpmP6/scythe-katana-5-48878-cfm-cpu-cooler-scktn-5000,"300,2300","7.3,28.83",Black / Silver,
ARESGAME RIVER 5,,https://pcpartpicker.com/product/YQ848d/aresgame-river-5-6974-cfm-cpu-cooler-river-5,"600,1800",26.2,Black,
GAMDIAS BOREAS E1,,https://pcpartpicker.com/product/4hBG3C/gamdias-boreas-e1-702-cfm-cpu-cooler-boreas-e1-410-lite,"800,2000","10,31",Black / Silver,
MSI MAG CORELIQUID RH,,https://pcpartpicker.com/product/dHKKHx/msi-mag-coreliquid-rh-7873-cfm-liquid-cpu-cooler-mag-coreliquid-240rh,"500,2000","14.3,34.3",Black,240
Phanteks Glacier One 240MPH,,https://pcpartpicker.com/product/wLYmP6/phanteks-glacier-one-240mph-6051-cfm-liquid-cpu-cooler-ph-go240mph_dbk01,"500,2200","18,34.2",Black,240
MSI MAG CORELIQUID B,,https://pcpartpicker.com/product/6c92FT/msi-mag-coreliquid-b-7873-cfm-liquid-cpu-cooler-mag-coreliquid-b240,"500,2000","14.3,34.3",Black,240
EK EK-Nucleus AIO CR240 Vision D-RGB,,https://pcpartpicker.com/product/gznypg/ek-ek-nucleus-aio-cr240-vision-d-rgb-77-cfm-liquid-cpu-cooler-ek-nucleus-aio-cr240-vision-d-rgb,"500,2200",33.5,Black,240
Thermalright Frozen Notte ARGB V2,,https://pcpartpicker.com/product/6YFmP6/thermalright-frozen-notte-argb-v2-7237-cfm-liquid-cpu-cooler-frozen-notte-240-black-argb-v2,2000,27.7,Black,240
Xilence LQ240 ARGB,,https://pcpartpicker.com/product/MkNYcf/xilence-lq240-argb-682-cfm-liquid-cpu-cooler-xc974,"500,1500","18,30.2",White,240
Dynatron R9,41.59,https://pcpartpicker.com/product/QX6BD3/dynatron-cpu-cooler-r9,"1000,4500","13.14,45.9",,
Silverstone Argon AR09-115XP,35.99,https://pcpartpicker.com/product/YzrcCJ/silverstone-sst-ar09-115xp-279-cfm-ball-bearing-cpu-cooler-sst-ar09-115xp,"1200,5000","18.02,42.5",,
RAIJINTEK JUNO PRO RBW,,https://pcpartpicker.com/product/T6MTwP/raijintek-juno-pro-rbw-358-cfm-cpu-cooler-0r10b00120,"400,1800",28,Black,
Alpenföhn Silvretta,,https://pcpartpicker.com/product/7qJkcf/alpenfohn-silvretta-471-cfm-cpu-cooler-84000000096,"800,2800",,,
Enermax Aquafusion 120,,https://pcpartpicker.com/product/gFtKHx/enermax-aquafusion-120-798-cfm-liquid-cpu-cooler-elc-aqf120-sqa,"500,2000","17,32.6",Black,120
Enermax AQUAFUSION ADV,,https://pcpartpicker.com/product/LxXJ7P/enermax-aquafusion-adv-798-cfm-liquid-cpu-cooler-elc-aqfa120-sqa-w,"500,2000","17,32.6",White,120
ARCTIC Alpine 64 Pro Rev 2,,https://pcpartpicker.com/product/bZTmP6/arctic-alpine-64-pro-rev-2-367-cfm-cpu-cooler-acalp64-pro,"500,2000",,,
Corsair A50,,https://pcpartpicker.com/product/GNh9TW/corsair-cpu-cooler-cafa50,"1600,2000","26,31.5",,
ARCTIC Freezer 13 Pro,,https://pcpartpicker.com/product/RzV48d/arctic-freezer-13-pro-497-cfm-fluid-dynamic-bearing-cpu-cooler-acfz13-pro,"300,1350",,,
Evercool HPM-12025,43,https://pcpartpicker.com/product/r7Lypg/evercool-cpu-cooler-hpm12025,"800,2500","15,35",,
Prolimatech PRO-GNSS,,https://pcpartpicker.com/product/Jxzv6h/prolimatech-cpu-cooler-prognss,"800,1600",,,
SilenX EFZ-80HA3,32.54,https://pcpartpicker.com/product/YdkD4D/silenx-cpu-cooler-efz80ha3,2200,"8,24",,
Thermaltake Water 3.0 Extreme,,https://pcpartpicker.com/product/8KW9TW/thermaltake-water-30-extreme-99-cfm-liquid-cpu-cooler-clw0224,"1000,2000",20,,240
Enermax ETS-T40F-W,135.55,https://pcpartpicker.com/product/LWbkcf/enermax-cpu-cooler-etst40fw,2200,27,,
ARCTIC Freezer i32,67,https://pcpartpicker.com/product/rz7CmG/arctic-cooling-cpu-cooler-acfre00004a,,,,
Deepcool Maelstrom 120T,,https://pcpartpicker.com/product/DpH48d/deepcool-maelstrom-120t-8364-cfm-liquid-cpu-cooler-maelstrom-120t,"600,1800","17.8,34.1",,120
Reeven Vanxie,,https://pcpartpicker.com/product/XvjWGX/reeven-vanxie-248-cfm-cpu-cooler-rc-0801b,"800,3300","8.2,32.5",,
Thermaltake Engine 27,,https://pcpartpicker.com/product/7YfmP6/thermaltake-engine-27-92-cfm-cpu-cooler-cl-p032-ca06sl-a,"1500,2500","13,25",,
Scythe Mugen 5,,https://pcpartpicker.com/product/q9QRsY/scythe-mugen-5-5117-cfm-cpu-cooler-scmg-5000,"300,1200","4,24.9",,
Alpenföhn Sella,,https://pcpartpicker.com/product/VT7CmG/alpenfohn-sella-370-cfm-cpu-cooler-84000000053,"850,2200","14,29.8",,
OcUK 240mm Extreme,,https://pcpartpicker.com/product/rDZ2FT/ocuk-240mm-extreme-cpu-cooler-bu-096-tl,,,,240
ARCTIC Freezer 33 eSports Edition (Black/Red),,https://pcpartpicker.com/product/F7fmP6/arctic-freezer-33-esports-edition-blackred-cpu-cooler-acfre00029a,"200,1800",24.4,,
Gigabyte AORUS ATC700,,https://pcpartpicker.com/product/RNgzK8/gigabyte-aorus-atc700-530-cfm-cpu-cooler-gp-atc700,"500,1700","12,31",Black / Orange,
Cooler Master MasterAir MA410M TUF Gaming Edition,,https://pcpartpicker.com/product/dwm323/cooler-master-masterair-ma410m-tuf-edition-534-cfm-cpu-cooler-mam-t4pn-afnpc-r1,"600,1800","6,31",Black / Yellow,
GameMax Iceberg 240 ARGB,,https://pcpartpicker.com/product/BRkgXL/gamemax-iceberg-240-argb-36-cfm-liquid-cpu-cooler-gmx-iceberg240argb,1100,25,Black,240
Jonsbo TW3-240,,https://pcpartpicker.com/product/7BjNnQ/jonsbo-tw3-240-504-cfm-liquid-cpu-cooler-tw3-240,"800,1500",25,Black,240
Scythe Mugen 5,,https://pcpartpicker.com/product/GZqBD3/scythe-mugen-5-6647-cfm-cpu-cooler-scmg-5102ar,"300,1500","4,29.75",,
upHere CC2401-usa,,https://pcpartpicker.com/product/vRCFf7/uphere-cc2401-usa-497-cfm-liquid-cpu-cooler-cc2401-usa,"600,1700","16.1,27.7",Black,240
SilentiumPC Fortis 3 RGB HE1425,,https://pcpartpicker.com/product/c6LwrH/silentiumpc-fortis-3-rgb-he1425-cpu-cooler-spc245,"500,1400",,Black / Silver,
ID-COOLING SE-207,,https://pcpartpicker.com/product/6yTzK8/id-cooling-se-207-745-cfm-cpu-cooler-se-207,"700,1800","18,35.2",Black / White,
GameMax Ice Chill 120,,https://pcpartpicker.com/product/QXmFf7/gamemax-ice-chill-120-588-cfm-liquid-cpu-cooler-gmx-icechill120,"800,1900",28.8,Black,120
Fractal Design Lumen S28,,https://pcpartpicker.com/product/n62WGX/fractal-design-lumen-s28-78-cfm-liquid-cpu-cooler-fd-w-l1-s2801,"500,1700","10,35.5",Black,280
ARCTIC Liquid Freezer II 360 RGB,,https://pcpartpicker.com/product/RXWzK8/arctic-liquid-freezer-ii-360-rgb-488-cfm-liquid-cpu-cooler-acfre00100a,"200,1800",22.5,Black,360
ID-COOLING SE-226-XT,,https://pcpartpicker.com/product/bgfnTW/id-cooling-se-226-xt-682-cfm-cpu-cooler-se-226-xt-argb-snow,"500,1500","13.8,30.5",White,
Thermalright AXP-90i FULL Copper,,https://pcpartpicker.com/product/bTcG3C/thermalright-axp-90i-full-copper-4258-cfm-cpu-cooler-axp-90i-full-copper,2700,22.4,Orange / Brown,
Thermalright Ultra120EX REV.4,,https://pcpartpicker.com/product/NXrRsY/thermalright-ultra120ex-rev4-69-cfm-cpu-cooler-u120ex-rev4-white,2150,28.1,White,
Silverstone IceGem 280,147.97,https://pcpartpicker.com/product/NBKKHx/silverstone-icegem-280-992-cfm-liquid-cpu-cooler-sst-ig280-argb,"600,1600","9.8,23.4",Black,280
ID-COOLING SE-903-SD,,https://pcpartpicker.com/product/DxpzK8/id-cooling-se-903-sd-3744-cfm-cpu-cooler-se-903-sd,2000,23.1,,
ID-COOLING SE-224-XT BLACK V2,,https://pcpartpicker.com/product/pG92FT/id-cooling-se-224-xt-black-v2-7616-cfm-cpu-cooler-se-224-xt-black-v2,"700,1800","15.2,35.2",,
Thermalright Frozen Magic 240,,https://pcpartpicker.com/product/8jjBD3/thermalright-frozen-magic-240-6617-cfm-liquid-cpu-cooler-frozen-magic-240,1500,25.6,Black,240
ID-COOLING DK-07A RAINBOW,,https://pcpartpicker.com/product/LVfxFT/id-cooling-dk-07a-rainbow-615-cfm-cpu-cooler-dk-07a-rainbow,"500,1800","14.2,25.6",Black,
ID-COOLING FX240 ARGB,,https://pcpartpicker.com/product/Vv7scf/id-cooling-fx240-argb-7616-cfm-liquid-cpu-cooler-fx240-argb-white,"500,1800",35.2,White,240
ID-COOLING SE-214-XT-WL,,https://pcpartpicker.com/product/3pYRsY/id-cooling-se-214-xt-wl-682-cfm-cpu-cooler-se-214-xt-wl,"700,1800",35.2,White,
ID-COOLING SE-902-SD V3,,https://pcpartpicker.com/product/yPWJ7P/id-cooling-se-902-sd-v3-3744-cfm-cpu-cooler-se-902-sd-v3,2000,23.1,Black / Silver,
ID-COOLING SE-902X-B,,https://pcpartpicker.com/product/cn4Zxr/id-cooling-se-902x-b-385-cfm-cpu-cooler-se-902x-b,"600,2200",23.8,Black / Blue,
YEYIAN VATN 120 ARGB,,https://pcpartpicker.com/product/yQsV3C/yeyian-vatn-120-argb-75-cfm-liquid-cpu-cooler-yts-120sl-01,"800,2000","25,32",Black,120
Zalman ALPHA2 A36,,https://pcpartpicker.com/product/Ldhv6h/zalman-alpha2-a36-liquid-cpu-cooler-alpha2-a36-white,"600,2000",29.7,White,360
GAMDIAS BOREAS E2-410,,https://pcpartpicker.com/product/ntzXsY/gamdias-boreas-e2-410-7294-cfm-cpu-cooler-boreas-e2-410-wh,"800,1800","10,32",White,
GAMDIAS BOREAS E2-41D,,https://pcpartpicker.com/product/Nc88TW/gamdias-boreas-e2-41d-7294-cfm-cpu-cooler-boreas-e2-41d,"800,1800","10,32",Black,
Thermalright Mjolnir Vision 360 ARGB,,https://pcpartpicker.com/product/3nxxFT/thermalright-mjolnir-vision-360-argb-69-cfm-liquid-cpu-cooler-mjolnir-vision-360-black-argb,2150,27,Black,360
Geometric Future Eskimo Junior 24,99.9,https://pcpartpicker.com/product/LWCZxr/geometric-future-eskimo-junior-24-6911-cfm-liquid-cpu-cooler-geo-ej-24b,2000,29,Black,240
Alphacool Eisbaer Aurora 280,154.45,https://pcpartpicker.com/product/kNZzK8/alphacool-eisbaer-aurora-280-418-cfm-liquid-cpu-cooler-11729,"600,1500",,Black,280
ARCTIC Freezer 33 CO,54,https://pcpartpicker.com/product/mBNypg/arctic-freezer-33-co-cpu-cooler-acfre00031a,,22.5,,
SilenX EFZ-100HA2,22.95,https://pcpartpicker.com/product/yFV48d/silenx-cpu-cooler-efz100ha2,2400,"8,24",,
Prolimatech PRO-GNSS-BK,,https://pcpartpicker.com/product/dTQypg/prolimatech-cpu-cooler-prognssbk,,0,,
Dynatron R14,42.95,https://pcpartpicker.com/product/3dkD4D/dynatron-cpu-cooler-r14,"1500,7000","16,47.5",,
Alpenföhn Panorama rev.B,,https://pcpartpicker.com/product/MdWrxr/alpenfohn-panorama-revb-224-cfm-cpu-cooler-84000000040,"900,2000","14,22.1",,
ID-COOLING ZOOMFLOW XT V2,,https://pcpartpicker.com/product/2sFmP6/id-cooling-zoomflow-xt-v2-825-cfm-liquid-cpu-cooler-zoomflow-360-xt-v2,"500,1800","13.8,35.2",Black,360
Xilence LQ360PRO.ARGB,,https://pcpartpicker.com/product/yCxxFT/xilence-lq360proargb-7743-cfm-liquid-cpu-cooler-xc987,"500,1800","18,32",Black,360
Akasa SOHO 240 Dusk,,https://pcpartpicker.com/product/3gvD4D/akasa-soho-240-dusk-5291-cfm-liquid-cpu-cooler-ak-lc4003hp01,"500,2000","14.5,31.8",Black,240
MSI MAG CORELIQUID I240,,https://pcpartpicker.com/product/djmNnQ/msi-mag-coreliquid-i240-707-cfm-liquid-cpu-cooler-mag-coreliquid-i240-white,,,White,240
Alphacool Eisbaer 240,,https://pcpartpicker.com/product/NfjWGX/alphacool-eisbaer-240-6385-cfm-liquid-cpu-cooler-11285,"550,1700",29,Black,240
Silverstone AR08-V2,,https://pcpartpicker.com/product/WyTPxr/silverstone-ar08-v2-495-cfm-cpu-cooler-sst-ar08-v2,"1500,2800","14.1,27.7",Blue / White,
Thermaltake TH240 V2 Ultra EX ARGB Sync,,https://pcpartpicker.com/product/jdQKHx/thermaltake-th240-v2-ultra-ex-argb-sync-liquid-cpu-cooler-cl-w414-pl12sw-a,,,Black,240
TRYX PANORAMA ARGB,,https://pcpartpicker.com/product/nH6NnQ/tryx-panorama-argb-6609-cfm-liquid-cpu-cooler-l-p240a-as2m-g0k,"500,1850",27.86,Black,240
Corsair H70,,https://pcpartpicker.com/product/8yPfrH/corsair-h70-612-cfm-liquid-cpu-cooler-cwch70,"1600,2000","26,31.5",,120
Thermaltake CLP0552,24.99,https://pcpartpicker.com/product/jg7wrH/thermaltake-cpu-cooler-clp0552,"800,1700",22,,
Noctua NH-C12P SE14,,https://pcpartpicker.com/product/f6tCmG/noctua-nh-c12p-se14-6495-cfm-cpu-cooler-nh-c12p-se14,"750,1200","10.1,19.6",,
StarTech FAN7751U,,https://pcpartpicker.com/product/CPBv6h/startech-cpu-cooler-fan7751u,4500,39,,
Noctua NH-U9DX 1366,,https://pcpartpicker.com/product/8jrG3C/noctua-nh-u9dx-1366-378-cfm-cpu-cooler-nh-u9dx-1366,"1000,1600","7.9,17.6",,
Titan DC-155A915Z/RPW,,https://pcpartpicker.com/product/bxzv6h/titan-cpu-cooler-dc155a915zrpw,"1000,2600","24.8,33.4",,
ARCTIC Alpine 64 GT,,https://pcpartpicker.com/product/RhQypg/arctic-alpine-64-gt-256-cfm-cpu-cooler-acalp64-gt,"500,2000",,,
Cooler Master Seidon 240M,,https://pcpartpicker.com/product/Mtzv6h/cooler-master-seidon-240m-8615-cfm-liquid-cpu-cooler-rl-s24m-24pk-r1,"600,2400","19,40",,240
Evercool HPQ-12025,49.99,https://pcpartpicker.com/product/wsDwrH/evercool-cpu-cooler-hpq12025,"800,2200",38.1,,
Thermalright SILVER ARROW IB-E,,https://pcpartpicker.com/product/gs6BD3/thermalright-silver-arrow-ib-e-7364-cfm-cpu-cooler-silver-arrow-ib-e,"900,1300","21,25",,
Deepcool NEPTWIN V2.0,,https://pcpartpicker.com/product/3XXfrH/deepcool-neptwin-v20-5365-cfm-cpu-cooler-neptwin-v20,1300,26.6,,
Gelid Solutions SnowStorm,,https://pcpartpicker.com/product/vjX2FT/gelid-solutions-cpu-cooler-ccsnowstorm01,"900,2200","10,24.1",,
Fractal Design Kelvin S36,,https://pcpartpicker.com/product/YzyxFT/fractal-design-kelvin-s36-624-cfm-liquid-cpu-cooler-fd-wcu-kelvin-s36-bk,"800,1700",26.9,,360
Cooler Master Seidon 120V VER.2,,https://pcpartpicker.com/product/WK38TW/cooler-master-seidon-120v-ver2-76-cfm-liquid-cpu-cooler-rl-s12v-24pk-r2,"800,2400","6.5,27",,120
be quiet! Silent Loop 120,,https://pcpartpicker.com/product/BzvZxr/be-quiet-silent-loop-120-6551-cfm-liquid-cpu-cooler-bw001,2000,"16.1,36.9",,120
be quiet! Silent Loop 240,,https://pcpartpicker.com/product/TZQRsY/be-quiet-silent-loop-240-6551-cfm-liquid-cpu-cooler-bw002,2000,"16.1,36.9",,240
Deepcool Maelstrom 120T RF,,https://pcpartpicker.com/product/nKhj4D/deepcool-maelstrom-120t-rf-8364-cfm-liquid-cpu-cooler-maelstrom-120t-rf,"600,1800","17.8,34.1",,120
Cooler Master Seidon 240V,,https://pcpartpicker.com/product/YhNypg/cooler-master-seidon-240v-95-cfm-liquid-cpu-cooler-rl-s24v-24pk-r1,"800,2400","12,35",,240
Deepcool CAPTAIN 120EX RGB,,https://pcpartpicker.com/product/HKwqqs/deepcool-captain-120ex-rgb-7652-cfm-liquid-cpu-cooler-captain-120ex-rgb,"500,1800","17.6,31.3",,120
Gelid Solutions Rev. 4 Tranquillo,,https://pcpartpicker.com/product/kPZ2FT/gelid-solutions-rev-4-tranquillo-655-cfm-cpu-cooler-cc-tranq-04-a,"750,1600","12,26.7",,
Cooler Master Hyper 212 RGB Phantom Gaming Edition,,https://pcpartpicker.com/product/LggzK8/cooler-master-hyper-212-rgb-phantom-gaming-edition-573-cfm-cpu-cooler-rr-212s-pgpc-r1,"650,2000","8,30",Black,
ARCTIC Freezer 34 eSports DUO,,https://pcpartpicker.com/product/Jbm323/arctic-freezer-34-esports-duo-cpu-cooler-acfre00062a,"200,2100",24.4,Yellow / Black,
CRYORIG C7G,,https://pcpartpicker.com/product/JqqBD3/cryorig-c7g-405-cfm-cpu-cooler-cr-c7g,"600,2500",30,Black / Silver,
GameMax Iceberg 120 ARGB,,https://pcpartpicker.com/product/jMcRsY/gamemax-iceberg-120-argb-36-cfm-liquid-cpu-cooler-gmx-iceberg120argb,1100,25,Black,120
Gigabyte AORUS LIQUID COOLER,,https://pcpartpicker.com/product/Dgn8TW/gigabyte-aorus-liquid-cooler-10016-cfm-liquid-cpu-cooler-aorus-liquid-cooler-280,2300,"22.3,44.5",Black,280
ARCTIC Freezer 50 TR (w/ARGB Controller),,https://pcpartpicker.com/product/hR4BD3/arctic-freezer-50-tr-wargb-controller-cpu-cooler-acfre00070a,"200,1800",23.5,Black,
Enermax AQUAFUSION 360,,https://pcpartpicker.com/product/t4stt6/enermax-aquafusion-360-798-cfm-liquid-cpu-cooler-elc-aqf360-sqa,"500,2000","17,32.6",Black,360
Cooler Master Hyper 212 RGB,,https://pcpartpicker.com/product/mLM48d/cooler-master-hyper-212-rgb-61-cfm-cpu-cooler-rr-212a-18pc-a1,"650,1800","8,27",,
Thermalright TA120 EX,,https://pcpartpicker.com/product/mgD7YJ/thermalright-ta120-ex-82-cfm-cpu-cooler-lm-tr-ta120-ex,1850,29.6,Silver / Gray,
Thermalright Frozen Magic EX,,https://pcpartpicker.com/product/XRwmP6/thermalright-frozen-magic-ex-82-cfm-liquid-cpu-cooler-frozen-magic-ex-240,1850,29.6,Black,240
Valkyrie SYN,,https://pcpartpicker.com/product/ntsV3C/valkyrie-syn-80-cfm-liquid-cpu-cooler-vk-e240-w,"800,2150",29,White / Blue,240
ID-COOLING DASHFLOW XT,,https://pcpartpicker.com/product/YDdG3C/id-cooling-dashflow-xt-85-cfm-liquid-cpu-cooler-dashflow-360-xt,"900,2000",32.5,Black,360
ID-COOLING FX360,,https://pcpartpicker.com/product/Rmhv6h/id-cooling-fx360-7616-cfm-liquid-cpu-cooler-fx360,"700,1800",35.2,Black,360
ID-COOLING FX120 ARGB,,https://pcpartpicker.com/product/9DdG3C/id-cooling-fx120-argb-7616-cfm-liquid-cpu-cooler-fx120-argb,"500,1800",35.2,Black,120
Thermalright AXP-200 Muscle,126.43,https://pcpartpicker.com/product/9btKHx/thermalright-axp-200-muscle-cpu-cooler-axp-200-muscle,"700,1300",,Black / White,
Alphacool Eisbaer 280,,https://pcpartpicker.com/product/jBCD4D/alphacool-eisbaer-280-6231-cfm-liquid-cpu-cooler-11287,1100,29.4,Black / Blue,280
